"";"NIVEL";"COD";"LOCALIZACAO";"PROD_T";"PROD_T_01";"PROD_T_02";"PROD_T_03";"PROD_T_04";"PROD_T_05";"PROD_T_06";"PROD_T_07";"PROD_AF";"PROD_AF_01";"PROD_AF_02";"PROD_AF_03";"PROD_AF_04";"PROD_AF_05";"PROD_AF_06";"PROD_AF_07";"PROD_MP";"PROD_MP_01";"PROD_MP_02";"PROD_MP_03";"PROD_MP_04";"PROD_MP_05";"PROD_MP_06";"PROD_MP_07";"AREA_T";"AREA_AF";"AREA_MP";"O_NEST_LACO_T";"O_NEST_LACO_AF";"O_NEST_LACO_MP";"O_T";"O_AF";"O_MP";"O_LACO_T";"O_LACO_AF";"O_LACO_MP";"VP_T";"VP_T_AN";"VP_T_VG";"VP_AF";"VP_AF_AN";"VP_AF_VG";"VP_MP";"VP_MP_AN";"VP_MP_VG";"R_NEST_T_TOT";"R_NEST_T_1";"R_NEST_T_101";"R_NEST_T_102";"R_NEST_T_103";"R_NEST_T_2";"R_NEST_T_201";"R_NEST_T_202";"R_NEST_T_203";"R_NEST_T_204";"R_NEST_T_205";"R_NEST_T_3";"R_NEST_T_301";"R_NEST_T_302";"R_NEST_T_303";"R_NEST_T_304";"R_NEST_T_305";"R_NEST_T_306";"R_NEST_T_307";"R_NEST_AF_TOT";"R_NEST_AF_1";"R_NEST_AF_101";"R_NEST_AF_102";"R_NEST_AF_103";"R_NEST_AF_2";"R_NEST_AF_201";"R_NEST_AF_202";"R_NEST_AF_203";"R_NEST_AF_204";"R_NEST_AF_205";"R_NEST_AF_3";"R_NEST_AF_301";"R_NEST_AF_302";"R_NEST_AF_303";"R_NEST_AF_304";"R_NEST_AF_305";"R_NEST_AF_306";"R_NEST_AF_307";"R_NEST_MP_TOT";"R_NEST_MP_1";"R_NEST_MP_101";"R_NEST_MP_102";"R_NEST_MP_103";"R_NEST_MP_2";"R_NEST_MP_201";"R_NEST_MP_202";"R_NEST_MP_203";"R_NEST_MP_204";"R_NEST_MP_205";"R_NEST_MP_3";"R_NEST_MP_301";"R_NEST_MP_302";"R_NEST_MP_303";"R_NEST_MP_304";"R_NEST_MP_305";"R_NEST_MP_306";"R_NEST_MP_307";"R_VALOR_T_TOT";"R_VALOR_T_1";"R_VALOR_T_101";"R_VALOR_T_102";"R_VALOR_T_103";"R_VALOR_T_2";"R_VALOR_T_201";"R_VALOR_T_202";"R_VALOR_T_203";"R_VALOR_T_204";"R_VALOR_T_205";"R_VALOR_T_3";"R_VALOR_T_301";"R_VALOR_T_302";"R_VALOR_T_303";"R_VALOR_T_304";"R_VALOR_T_305";"R_VALOR_T_306";"R_VALOR_T_307";"R_VALOR_AF_TOT";"R_VALOR_AF_1";"R_VALOR_AF_101";"R_VALOR_AF_102";"R_VALOR_AF_103";"R_VALOR_AF_2";"R_VALOR_AF_201";"R_VALOR_AF_202";"R_VALOR_AF_203";"R_VALOR_AF_204";"R_VALOR_AF_205";"R_VALOR_AF_3";"R_VALOR_AF_301";"R_VALOR_AF_302";"R_VALOR_AF_303";"R_VALOR_AF_304";"R_VALOR_AF_305";"R_VALOR_AF_306";"R_VALOR_AF_307";"R_VALOR_MP_TOT";"R_VALOR_MP_1";"R_VALOR_MP_101";"R_VALOR_MP_102";"R_VALOR_MP_103";"R_VALOR_MP_2";"R_VALOR_MP_201";"R_VALOR_MP_202";"R_VALOR_MP_203";"R_VALOR_MP_204";"R_VALOR_MP_205";"R_VALOR_MP_3";"R_VALOR_MP_301";"R_VALOR_MP_302";"R_VALOR_MP_303";"R_VALOR_MP_304";"R_VALOR_MP_305";"R_VALOR_MP_306";"R_VALOR_MP_307";"COD_ESTADO";"COD_REGIAO"
"327";"MI";"32009";"Vitória (ES)";1585;1415;53;31;44;36;4;2;1035;904;48;20;38;20;3;2;545;505;6;11;6;16;1;0;65662;12170;46157;1571;1035;532;4519;2402;1969;2902;1971;919;91286;51199;40088;21998;6465;15532;41936;23932;18004;1451;1201;828;513;90;129;7;22;1;1;100;893;605;326;0;0;0;0;6;940;795;605;275;57;91;3;11;1;1;77;527;465;63;0;0;0;0;5;507;401;220;234;32;37;4;10;0;0;23;366;140;263;0;0;0;0;1;121566;80454;27839;47976;4639;9022;NA;3276;NA;NA;3691;32090;18245;13814;0;0;0;0;31;34521;19968;12719;4654;2595;2633;NA;224;NA;NA;2059;11920;NA;1120;0;0;0;0;NA;60987;36443;11874;22535;2033;4389;1705;1052;0;0;1632;20155;NA;12693;0;0;0;0;NA;"32";"3"
"328";"MI";"32010";"Guarapari (ES)";5331;4927;0;63;229;106;1;5;4191;3864;0;35;208;82;0;2;1150;1072;0;29;21;24;1;3;112901;58406;54278;5325;4191;1144;11824;8795;3067;10336;8325;2054;216993;79105;137888;141713;32394;109319;71929;37686;34244;5221;4887;4048;1693;140;150;40;18;1;2;91;3171;2144;1199;1;2;0;3;25;4098;3949;3425;1194;112;115;30;11;0;2;73;2226;1894;376;1;2;0;3;24;1132;947;632;500;28;35;10;7;1;0;18;951;254;825;0;0;0;0;1;290093;198847;116125;75983;6739;4801;2983;596;NA;NA;1144;86445;47105;39235;NA;NA;0;NA;38;174935;126446;93093;30278;3074;3258;2202;NA;0;NA;732;45232;NA;5136;NA;NA;0;NA;NA;109030;68225;27883;36677;3665;1543;781;NA;NA;0;411;39262;NA;32102;0;0;0;0;NA;"32";"3"
"329";"MI";"32011";"Alegre (ES)";13752;10637;406;187;738;1283;35;466;9843;7701;346;126;605;857;28;180;3909;2935;60;60;134;427;7;286;251858;105573;140446;13719;9835;3885;45278;27111;17696;28726;22073;6661;584359;137057;447302;292051;57556;234495;266584;70117;196467;13052;11629;10084;3815;303;618;311;23;8;41;259;7411;3896;3339;4;0;11;4;913;9209;8544;7507;2643;231;415;179;14;3;28;205;4482;2982;1087;2;0;10;4;665;3843;3085;2579;1169;71;203;132;9;5;13;54;2924;910;2243;2;0;1;0;248;716201;484958;347668;127636;9654;16548;11614;316;98;54;4466;214694;86342;126604;84;0;275;NA;1385;322247;240124;183536;51330;5257;8223;5274;NA;NA;41;2670;73900;59731;12885;NA;0;NA;NA;1020;330301;218310;149059;66924;2327;8325;6341;NA;NA;13;1796;103666;26071;77132;NA;0;NA;0;365;"32";"3"
"330";"MI";"32012";"Cachoeiro de Itapemirim (ES)";13085;9279;726;420;2078;520;32;30;10154;6846;660;309;1884;407;28;20;2943;2444;67;110;194;114;4;10;295145;126159;166375;13067;10152;2928;33245;23389;9700;24845;20051;4812;524788;226669;298119;285169;70422;214747;178669;95340;83329;12414;11055;8860;4097;320;675;107;14;7;12;539;7797;4582;3082;2;1;14;6;685;9532;8718;7325;2821;266;500;64;12;2;12;412;5443;3869;1195;2;1;14;3;628;2894;2349;1548;1281;54;177;44;2;5;0;128;2360;718;1887;0;0;0;3;58;766075;559501;231593;217820;110087;14157;4895;214;NA;NA;8763;192417;105128;85598;NA;NA;378;23;1287;350462;246445;163766;63785;18895;8335;1758;NA;NA;NA;6330;95682;80208;13890;NA;NA;378;NA;NA;352330;250609;66908;93128;90572;5882;3160;NA;NA;0;2472;95838;24914;70815;0;0;0;NA;NA;"32";"3"
"331";"MI";"32013";"Itapemirim (ES)";3095;2235;6;394;357;58;36;9;2319;1623;6;331;302;23;30;4;779;613;0;64;56;35;6;5;87249;24111;55523;3088;2319;773;6832;4737;2102;5551;4297;1269;156086;56777;99310;94807;22294;72513;46699;33755;12943;2848;2482;1683;1032;146;122;45;2;1;1;77;1933;1033;948;1;2;0;0;225;2076;1917;1405;667;121;82;29;2;1;1;52;1232;868;353;1;2;0;0;163;775;568;282;363;25;40;16;0;0;0;25;701;165;595;0;0;0;0;62;206368;152411;92982;53878;5551;3812;3190;NA;NA;NA;551;50146;21620;25901;NA;NA;0;0;2604;116273;91213;67732;19687;3794;1082;677;NA;NA;NA;333;23978;16212;6144;NA;NA;0;0;1601;73673;46575;11355;33462;1757;2730;2512;0;0;0;218;24368;5408;17957;0;0;0;0;1003;"32";"3"
"332";"MI";"33001";"Itaperuna (RJ)";5935;4620;55;331;472;439;11;7;3971;3021;52;220;445;224;6;3;1968;1602;3;111;27;216;5;4;238841;66665;171075;5920;3968;1956;13897;7724;6147;9052;6450;2613;237557;168303;69254;99397;57961;41436;137115;107715;29400;5491;4953;1897;3598;110;79;63;5;1;3;7;3298;1827;1533;2;7;26;6;182;3601;3317;1454;2231;88;50;40;3;1;2;4;1856;1402;360;2;5;21;5;152;1894;1640;446;1370;22;29;23;2;0;1;3;1443;426;1173;0;2;5;1;31;326257;219049;49944;164518;4587;2337;2147;81;NA;NA;92;104871;44960;58287;NA;247;509;NA;824;121831;86482;28974;55619;1889;797;685;NA;NA;NA;NA;34552;28427;4922;NA;NA;451;NA;651;200424;131528;22561;106269;2698;1540;1463;NA;0;NA;NA;67355;16558;50375;0;NA;58;NA;175;"33";"3"
"333";"MI";"33002";"Santo Antônio de Pádua (RJ)";4938;4109;7;421;219;164;6;12;3325;2749;4;297;165;102;4;4;1619;1366;3;124;54;62;2;8;177461;62119;115647;4927;3325;1608;11729;6882;4880;7812;5579;2245;164247;117610;46637;86611;58605;28005;80209;60460;19749;4842;4158;1261;3679;115;784;445;5;2;7;404;3516;1995;1640;2;1;3;5;87;3240;2914;985;2545;94;473;268;5;2;4;229;2093;1663;428;2;1;2;3;69;1608;1250;278;1140;22;313;179;0;0;3;175;1425;332;1214;0;0;1;2;18;267656;155181;38259;114815;2107;7855;6898;NA;NA;43;857;104620;45219;58893;NA;NA;41;23;387;125684;80956;22940;56562;1453;3703;3180;NA;NA;NA;NA;41025;34417;6289;NA;NA;NA;NA;224;144688;76570;16186;59708;676;4276;3843;0;0;NA;NA;63842;10801;52852;0;0;NA;NA;162;"33";"3"
"334";"MI";"33003";"Campos dos Goytacazes (RJ)";14528;11598;947;732;500;357;375;19;9923;7735;835;502;382;198;260;11;4599;3858;116;223;120;159;115;8;432867;86703;308902;14486;9923;4564;32242;19352;12051;23186;16450;6749;607447;227203;380245;243832;87491;156342;229637;118947;110689;13969;12076;5930;7704;264;797;146;13;8;29;610;9074;4745;4495;2;0;2;4;339;9449;8595;4753;5013;202;583;98;6;3;20;458;5317;4016;1203;2;0;1;3;248;4514;3474;1173;2682;61;215;48;7;4;9;154;3761;733;3291;0;0;1;1;91;799978;565093;337231;215529;12334;17104;3449;NA;NA;98;8855;217781;87651;129261;NA;0;NA;4;840;315668;226098;137436;80084;8577;6847;687;NA;NA;56;5435;82724;66670;15407;NA;0;NA;NA;620;332448;211132;93145;114670;3317;7165;2762;NA;NA;42;3427;114151;20992;92937;0;0;NA;NA;220;"33";"3"
"335";"MI";"33004";"Macaé (RJ)";2075;1541;404;68;23;30;6;3;1143;745;332;27;16;15;5;3;929;792;72;42;7;15;1;0;132524;14006;106812;2056;1143;913;5602;2657;2811;4032;2421;1604;93863;63658;30205;22566;12632;9934;53962;42998;10963;1927;1597;764;1313;196;66;37;5;0;11;14;1304;649;682;0;0;2;1;78;1040;913;526;728;125;37;17;1;0;9;10;620;465;124;0;0;2;1;65;884;681;235;582;71;29;20;4;0;2;4;684;184;558;0;0;0;0;13;122296;82072;19718;58931;3423;1829;1656;NA;0;NA;36;38395;15328;22841;0;0;NA;NA;218;28173;17263;5502;9848;1913;361;294;NA;0;NA;NA;10549;8558;1803;0;0;NA;NA;181;77340;48068;5503;41055;1510;1468;1363;NA;0;NA;NA;27804;6770;20997;0;0;0;0;37;"33";"3"
"336";"MI";"33005";"Três Rios (RJ)";1473;1186;0;157;36;67;24;3;922;752;0;93;21;42;11;3;548;434;0;60;15;26;13;0;109887;22773;81753;1464;922;540;4565;2065;2235;2520;1730;792;93794;73315;20479;21416;12469;8947;39736;34643;5093;1257;1082;475;689;84;26;2;7;1;3;14;622;391;258;0;0;0;1;17;794;719;377;397;62;8;0;4;0;1;4;347;302;44;0;0;0;1;12;460;360;97;289;23;17;2;3;1;2;9;274;89;212;0;0;0;0;5;113137;84056;12003;70082;1971;3110;NA;125;NA;4;2107;25971;9482;16456;0;0;0;NA;NA;26751;19944;8113;10543;1289;253;0;104;0;NA;NA;6554;5903;627;0;0;0;NA;NA;55045;37573;3531;33358;683;1057;NA;NA;NA;NA;159;16415;3552;12854;0;0;0;0;8;"33";"3"
"337";"MI";"33006";"Cantagalo-Cordeiro (RJ)";1675;1427;6;155;37;40;7;3;985;831;1;98;29;20;6;0;692;598;5;57;8;20;1;3;101544;31974;69646;1667;985;684;3992;2029;1969;2636;1647;993;62685;55068;7617;29114;25453;3661;34374;29996;4378;1547;1089;129;1017;29;27;19;6;0;0;4;1172;649;636;0;0;4;45;29;878;693;70;650;22;15;12;2;0;0;3;596;464;152;0;0;4;31;16;671;398;60;368;7;12;7;4;0;0;1;577;185;485;0;0;0;14;13;112942;64964;4565;53451;6948;399;237;NA;0;0;NA;47580;20795;26349;0;0;NA;249;NA;43571;28170;2532;24332;1307;161;127;NA;0;0;NA;15239;11945;3007;0;0;NA;NA;NA;70161;37547;2407;29499;5641;238;110;NA;0;0;NA;32377;8850;23378;0;0;0;NA;NA;"33";"3"
"338";"MI";"33007";"Nova Friburgo (RJ)";6307;3623;11;548;1341;774;8;2;5161;2774;10;466;1230;671;8;2;1174;865;1;87;117;104;0;0;101571;44916;56332;6300;5161;1167;16051;11968;4170;12138;10291;1944;362971;68757;294214;246685;21153;225532;105306;26161;79145;6233;5978;5257;1510;114;265;165;26;0;7;74;2911;1467;1156;0;0;2;28;514;5094;5004;4583;1042;76;206;140;12;0;3;55;1997;1259;361;0;0;2;24;481;1167;1002;703;469;39;61;27;15;0;4;18;925;210;798;0;0;0;4;40;445126;349635;279877;66268;3490;7738;4909;895;0;42;1891;87753;29364;55448;0;0;NA;NA;2893;274835;238540;218068;19202;1269;4931;3519;613;0;30;769;31364;22872;5898;0;0;NA;NA;2552;143871;100123;72279;25620;2224;2727;1431;763;0;12;522;41022;6362;34272;0;0;0;5;383;"33";"3"
"339";"MI";"33008";"Santa Maria Madalena (RJ)";2828;2347;20;199;189;52;16;5;1887;1547;18;138;138;35;9;2;944;802;2;62;51;17;7;3;131334;41973;89452;2821;1887;937;6248;3663;2597;4378;3006;1381;80320;49736;30584;41807;22144;19663;40198;27627;12571;2584;2076;983;1392;110;68;9;4;0;0;57;1720;906;851;0;1;0;0;41;1683;1480;798;916;94;34;6;4;0;0;26;939;767;158;0;1;0;0;34;904;599;188;477;16;34;3;0;0;0;31;781;139;693;0;0;0;0;7;124486;72380;24831;45442;2107;1210;167;56;0;0;987;50896;20344;30368;0;NA;0;0;NA;55973;37430;16744;18865;1821;708;82;56;0;0;570;17834;NA;3058;0;NA;0;0;NA;69688;36124;9226;26613;286;502;85;0;0;0;417;33062;NA;27310;0;0;0;0;NA;"33";"3"
"340";"MI";"33009";"Bacia de São João (RJ)";1185;719;323;42;10;37;52;2;638;286;279;17;6;18;31;1;546;430;45;26;4;19;21;1;108559;8292;92349;1164;638;526;3514;1444;2014;1960;1178;783;65200;41744;23455;15141;7131;8010;40180;31008;9172;1102;902;555;654;114;51;15;13;1;12;13;842;389;498;0;0;0;0;24;585;515;375;358;87;27;7;5;0;11;5;416;283;132;0;0;0;0;19;516;387;181;296;27;25;9;8;1;1;8;424;105;364;0;0;0;0;5;80372;54011;13077;38301;2633;1882;191;681;NA;NA;197;24479;8282;16150;0;0;0;0;46;20081;13993;7107;5188;1697;151;72;NA;0;13;NA;5937;4509;1390;0;0;0;0;38;56732;36768;6329;29504;935;1739;128;NA;NA;NA;NA;18225;3721;14496;0;0;0;0;8;"33";"3"
"341";"MI";"33010";"Lagos (RJ)";2015;1751;33;58;21;124;27;1;1170;1025;32;29;13;57;14;0;845;726;1;29;8;67;13;1;70883;8638;61582;1984;1170;816;4685;2300;2364;3194;1979;1220;68700;37047;31653;18623;7316;11307;46215;29732;16483;1882;1372;858;832;141;49;9;8;1;6;28;1418;734;717;0;0;0;0;93;1062;864;604;485;90;27;5;4;0;6;14;704;608;74;0;0;0;0;49;820;508;254;347;51;23;4;5;1;0;14;714;126;642;0;0;0;0;44;132964;63812;27850;32671;3292;4129;509;996;NA;NA;2521;65022;16165;48671;0;0;0;0;187;29922;16248;8860;5064;2324;1112;99;NA;0;NA;188;12562;11304;1161;0;0;0;0;97;80992;42868;14293;27606;968;3717;NA;NA;NA;0;2333;34408;4808;29509;0;0;0;0;90;"33";"3"
"342";"MI";"33011";"Vale do Paraíba Fluminense (RJ)";3413;2262;161;506;72;309;88;15;1845;1180;111;296;56;131;63;8;1579;1088;51;214;16;178;25;7;222803;37575;183448;3363;1844;1534;8928;3736;5072;5896;3253;2674;283204;239575;43629;62558;45707;16851;130173;101434;28739;3116;2574;908;2043;437;101;42;16;5;13;26;2216;1164;1222;0;2;11;6;63;1635;1382;513;1053;301;50;19;7;3;5;16;1031;813;226;0;2;4;4;41;1492;1203;400;998;138;51;25;9;2;8;8;1191;353;1000;0;0;7;2;22;344540;256213;27707;216701;11806;2453;838;1045;2;19;549;85873;31434;54206;0;NA;47;NA;150;72976;50004;8971;34673;6360;591;273;214;NA;NA;91;22381;17999;4247;0;NA;NA;NA;107;176641;113592;18826;89194;5572;1508;625;830;NA;9;NA;61541;13475;47968;0;0;NA;NA;43;"33";"3"
"343";"MI";"33012";"Barra do Piraí (RJ)";1719;1338;66;239;11;49;16;0;936;693;61;136;7;27;12;0;784;646;5;103;4;22;4;0;164926;27768;136410;1704;936;772;5096;2033;2986;2809;1640;1179;225347;214451;10896;31394;26112;5282;72652;66287;6365;1512;1285;203;1125;165;66;35;11;0;6;16;836;541;318;0;0;1;0;8;819;707;144;584;122;36;22;1;0;3;10;419;359;57;0;0;1;0;8;694;579;60;542;44;30;13;9;0;3;6;417;182;261;0;0;0;0;0;258404;215759;4734;204502;6523;4249;296;3399;0;34;521;38396;17614;20756;0;0;NA;0;NA;39138;28637;2658;21177;4803;280;154;NA;0;NA;NA;10221;9141;1053;0;0;NA;0;NA;93884;65134;2126;61285;1723;596;142;NA;0;NA;NA;28154;8451;19703;0;0;0;0;0;"33";"3"
"344";"MI";"33013";"Baía da Ilha Grande (RJ)";1021;959;20;6;3;26;6;1;623;590;7;2;3;16;4;1;401;372;13;4;0;10;2;0;44300;5608;38780;1013;622;394;3230;2087;1330;2748;1961;974;26281;11635;14646;15551;5399;10152;12601;6295;6306;1009;866;651;598;142;126;2;29;3;68;40;785;331;461;1;1;0;2;20;614;530;424;375;98;101;1;17;2;64;30;415;296;117;1;1;0;1;18;398;339;229;225;45;27;1;12;1;6;10;373;37;345;0;0;0;1;3;45563;20573;7586;9745;3242;2117;NA;745;NA;391;899;22873;7049;15624;NA;NA;0;NA;198;18478;9523;4373;4256;894;1135;NA;421;NA;NA;261;7819;6016;1609;NA;NA;0;NA;NA;27793;11534;3654;5532;2348;1041;NA;324;NA;NA;639;15218;1071;14016;0;0;0;NA;NA;"33";"3"
"345";"MI";"33014";"Vassouras (RJ)";1854;1456;60;135;71;110;13;9;1023;753;45;83;55;70;11;6;838;707;15;53;16;42;2;3;97388;11993;76907;1836;1022;823;5723;2485;3244;3460;2080;1426;95628;51299;44329;37542;8668;28873;50488;29694;20794;1620;1253;824;617;113;108;51;4;0;2;53;1018;460;588;0;0;0;0;16;883;750;568;312;65;64;33;1;0;2;28;476;369;105;0;0;0;0;11;744;510;265;305;47;43;19;3;0;0;23;543;92;483;0;0;0;0;5;125768;92781;38929;46205;7647;5254;1126;NA;0;NA;3885;27733;10639;17040;0;0;0;0;54;43424;33713;25696;6123;1894;931;NA;NA;0;NA;298;8781;7257;1489;0;0;0;0;34;71558;50669;17754;27183;5732;1889;621;138;0;0;1131;19000;3394;15586;0;0;0;0;20;"33";"3"
"346";"MI";"33015";"Serrana (RJ)";4949;2788;18;596;1144;375;20;8;4007;2114;18;501;1037;314;18;5;968;687;0;99;115;61;3;3;52436;12094;39832;4927;4007;946;12691;9029;3653;9684;8076;1698;252917;79530;173387;157212;20532;136680;84245;31734;52511;4796;4505;4148;592;85;254;145;6;1;7;96;2127;1101;913;2;27;1;1;253;3894;3788;3619;346;50;206;124;5;1;6;71;1439;939;309;2;25;1;1;226;928;743;554;244;35;51;24;1;0;1;25;695;165;605;0;4;0;0;30;294938;236069;156659;76501;2909;5353;3319;NA;NA;25;1815;53516;21260;31567;NA;166;NA;NA;510;167498;143067;123036;18881;1150;3124;NA;NA;NA;NA;1088;21307;16433;4280;NA;NA;NA;NA;430;106332;78200;46084;30357;1759;2226;NA;NA;0;NA;678;25905;4877;20918;0;25;0;0;85;"33";"3"
"347";"MI";"33016";"Macacu-Caceribu (RJ)";2799;2218;160;94;194;83;40;10;2071;1594;141;72;159;63;33;9;732;626;19;23;36;20;7;1;68304;17039;51355;2793;2071;726;6370;3923;2466;4415;3437;989;76747;30439;46308;37160;6911;30249;41408;23528;17880;2380;2095;1651;730;51;48;22;1;4;0;21;1014;513;519;0;1;1;2;30;1724;1609;1359;480;36;27;13;0;1;0;13;571;446;119;0;0;1;1;22;660;490;296;250;15;21;9;1;3;0;8;443;67;400;0;1;0;1;8;104399;73096;43511;28738;847;3014;942;NA;NA;0;1307;28289;10952;17243;0;NA;NA;NA;72;45300;34583;28081;5827;676;747;467;0;NA;0;NA;9970;8342;1560;0;0;NA;NA;NA;60852;40265;17183;22910;172;2267;475;NA;NA;0;NA;18319;2609;15683;0;NA;0;NA;NA;"33";"3"
"348";"MI";"33017";"Itaguaí (RJ)";1158;850;136;38;16;87;31;0;724;522;90;24;8;57;23;0;433;327;46;14;8;30;8;0;28092;6734;20776;1147;724;423;2907;1550;1349;2063;1330;734;34851;15999;18852;18634;6629;12005;16393;8899;7494;1103;1010;755;476;112;196;16;6;3;13;181;693;270;439;0;0;0;1;52;683;659;508;298;82;104;7;2;0;6;96;350;228;118;0;0;0;0;34;419;350;247;176;29;90;9;4;1;7;85;343;42;321;0;0;0;1;18;55132;30743;15601;12344;2798;9363;154;229;7100;17;1864;15026;5496;9324;0;0;0;NA;NA;23731;16348;10297;4104;1947;1002;85;NA;0;NA;887;6381;4473;1759;0;0;0;0;149;24494;14587;5977;7771;840;1261;69;NA;NA;NA;977;8645;1024;7565;0;0;0;NA;NA;"33";"3"
"349";"MI";"33018";"Rio de Janeiro (RJ)";5352;4009;247;151;189;375;348;33;3432;2542;173;96;110;249;243;19;1933;1475;74;56;79;127;108;14;91651;15664;76158;5251;3432;1833;13101;6853;6258;8747;5844;2939;151002;56481;94521;77269;20154;57115;76987;32069;44918;5038;4269;3108;1845;307;217;58;32;2;22;111;3299;1728;1599;3;1;0;3;123;3196;2878;2223;1150;243;134;35;14;1;14;74;1771;1502;225;3;1;0;2;83;1855;1404;899;699;66;82;23;18;1;8;36;1530;227;1375;0;0;0;1;40;230238;135091;80105;47651;7335;5907;1155;1134;NA;NA;3557;89240;39312;49537;NA;NA;0;NA;341;101885;65667;47014;14390;4263;1560;687;183;NA;NA;647;34658;31239;3161;NA;NA;0;NA;NA;126080;68304;36525;28693;3085;3147;468;951;NA;NA;1710;54630;8095;46401;0;0;0;NA;NA;"33";"3"
"350";"MI";"35001";"Jales (SP)";7151;6145;64;597;134;162;24;25;5135;4472;43;422;71;100;16;11;2030;1704;21;177;44;62;8;14;318672;98709;138916;7031;5131;1941;19100;10916;6522;12389;9382;3157;844104;350337;493768;225861;118693;107167;243339;130980;112359;6462;5234;2280;3790;214;388;267;8;0;5;111;4490;3038;1836;1;0;19;0;22;4534;3837;1722;2767;173;286;197;8;0;3;80;2984;2573;507;1;0;15;0;21;1946;1415;573;1042;41;104;71;0;0;2;33;1524;479;1338;0;0;4;0;1;923522;720523;361678;343909;14936;21020;11856;NA;0;NA;8966;181979;70095;111068;NA;0;NA;0;94;305319;224395;96244;113573;14578;10827;5934;NA;0;NA;NA;70097;57092;12342;NA;0;NA;0;NA;325770;222792;92772;129662;358;7797;4012;0;0;NA;NA;95182;13392;81637;0;0;NA;0;NA;"35";"3"
"351";"MI";"35002";"Fernandópolis (SP)";2832;2286;88;349;51;34;19;5;2037;1630;76;269;19;28;11;4;788;666;12;81;13;7;8;1;221214;47531;93462;2791;2037;762;11476;4085;2973;4679;3437;1266;986989;446036;540954;104573;63501;41072;143304;82909;60395;2535;2070;726;1625;88;122;56;2;1;0;66;1611;1170;594;0;0;6;1;2;1777;1492;468;1205;72;82;37;0;1;0;45;1090;956;183;0;0;4;0;2;754;574;244;432;16;38;18;1;0;0;21;525;218;411;0;0;2;1;0;716927;606330;161764;442239;2327;8002;3087;NA;NA;0;4477;102595;29735;72736;0;0;NA;NA;NA;130465;97789;35199;60415;2175;3997;NA;0;NA;0;1740;28679;23322;5271;0;0;NA;0;NA;162602;128514;46171;82192;151;3075;NA;NA;0;0;2269;31013;6468;24506;0;0;NA;NA;0;"35";"3"
"352";"MI";"35003";"Votuporanga (SP)";2969;2667;1;187;57;35;21;1;2096;1913;1;132;21;15;13;1;862;756;0;56;22;20;8;0;264688;48656;106025;2928;2095;839;8319;4584;3367;4925;3563;1363;663299;155008;508291;82446;58295;24152;120852;54538;66315;2537;2050;642;1635;109;62;25;3;0;0;34;1639;1239;591;1;1;1;0;7;1751;1440;388;1197;86;40;16;2;0;0;22;1101;1002;162;1;0;0;0;6;774;597;231;443;23;18;7;1;0;0;10;542;237;432;0;1;1;0;0;635728;573147;424112;147771;1264;6485;1997;48;0;0;4439;56097;25350;30673;NA;NA;NA;0;NA;93447;70247;16399;52727;1121;1365;NA;NA;0;0;879;21836;18782;2988;NA;0;0;0;NA;134964;100969;48319;52507;143;1995;NA;NA;0;0;754;32000;NA;25429;0;NA;NA;0;0;"35";"3"
"353";"MI";"35004";"São José do Rio Preto (SP)";8953;7586;49;880;147;198;31;62;5708;4907;40;522;56;114;25;44;3144;2639;9;338;49;85;6;18;839480;104954;302580;8713;5700;2998;37310;11038;11909;13707;9167;4495;3392021;885912;2506109;391450;147485;243965;536105;188933;347173;7741;6199;2871;4051;366;570;130;12;0;4;441;4621;3053;2088;1;1;1;0;25;4657;3853;1538;2696;292;368;71;8;0;3;296;2642;2277;467;0;1;1;0;20;2990;2254;1221;1351;75;202;61;4;0;1;143;1979;777;1619;1;0;0;0;6;2907685;2606272;2043686;552018;10569;44924;8777;NA;0;NA;35853;256489;81693;174634;NA;NA;NA;0;152;453633;370341;227386;135819;7135;16638;4997;NA;0;NA;11535;66654;53771;12726;0;NA;NA;0;NA;661844;492963;306166;183298;3499;27644;4191;NA;0;NA;23266;141236;28006;113181;NA;0;0;0;NA;"35";"3"
"354";"MI";"35005";"Catanduva (SP)";1491;1272;3;141;32;19;10;14;865;754;0;68;12;14;8;9;578;488;3;61;13;5;3;5;178328;13428;46170;1410;865;535;14105;2073;2969;2378;1532;827;885535;22893;862642;51539;10046;41494;179724;10269;169455;1380;1259;1057;308;51;50;20;2;0;0;31;671;471;271;0;1;0;0;1;776;713;570;189;40;36;12;1;0;0;25;380;325;73;0;1;0;0;0;557;499;436;121;11;12;6;1;0;0;5;289;144;196;0;0;0;0;1;939917;875910;853211;21630;1070;2334;NA;NA;0;0;1246;61672;11582;NA;0;NA;0;0;NA;60150;50208;40306;9005;898;1077;NA;NA;0;0;NA;8866;NA;NA;0;NA;0;0;0;202669;175644;165425;10047;172;846;335;NA;0;0;NA;26179;NA;21218;0;0;0;0;NA;"35";"3"
