"";"NIVEL";"COD";"LOCALIZACAO";"PROD_T";"PROD_T_01";"PROD_T_02";"PROD_T_03";"PROD_T_04";"PROD_T_05";"PROD_T_06";"PROD_T_07";"PROD_AF";"PROD_AF_01";"PROD_AF_02";"PROD_AF_03";"PROD_AF_04";"PROD_AF_05";"PROD_AF_06";"PROD_AF_07";"PROD_MP";"PROD_MP_01";"PROD_MP_02";"PROD_MP_03";"PROD_MP_04";"PROD_MP_05";"PROD_MP_06";"PROD_MP_07";"AREA_T";"AREA_AF";"AREA_MP";"O_NEST_LACO_T";"O_NEST_LACO_AF";"O_NEST_LACO_MP";"O_T";"O_AF";"O_MP";"O_LACO_T";"O_LACO_AF";"O_LACO_MP";"VP_T";"VP_T_AN";"VP_T_VG";"VP_AF";"VP_AF_AN";"VP_AF_VG";"VP_MP";"VP_MP_AN";"VP_MP_VG";"R_NEST_T_TOT";"R_NEST_T_1";"R_NEST_T_101";"R_NEST_T_102";"R_NEST_T_103";"R_NEST_T_2";"R_NEST_T_201";"R_NEST_T_202";"R_NEST_T_203";"R_NEST_T_204";"R_NEST_T_205";"R_NEST_T_3";"R_NEST_T_301";"R_NEST_T_302";"R_NEST_T_303";"R_NEST_T_304";"R_NEST_T_305";"R_NEST_T_306";"R_NEST_T_307";"R_NEST_AF_TOT";"R_NEST_AF_1";"R_NEST_AF_101";"R_NEST_AF_102";"R_NEST_AF_103";"R_NEST_AF_2";"R_NEST_AF_201";"R_NEST_AF_202";"R_NEST_AF_203";"R_NEST_AF_204";"R_NEST_AF_205";"R_NEST_AF_3";"R_NEST_AF_301";"R_NEST_AF_302";"R_NEST_AF_303";"R_NEST_AF_304";"R_NEST_AF_305";"R_NEST_AF_306";"R_NEST_AF_307";"R_NEST_MP_TOT";"R_NEST_MP_1";"R_NEST_MP_101";"R_NEST_MP_102";"R_NEST_MP_103";"R_NEST_MP_2";"R_NEST_MP_201";"R_NEST_MP_202";"R_NEST_MP_203";"R_NEST_MP_204";"R_NEST_MP_205";"R_NEST_MP_3";"R_NEST_MP_301";"R_NEST_MP_302";"R_NEST_MP_303";"R_NEST_MP_304";"R_NEST_MP_305";"R_NEST_MP_306";"R_NEST_MP_307";"R_VALOR_T_TOT";"R_VALOR_T_1";"R_VALOR_T_101";"R_VALOR_T_102";"R_VALOR_T_103";"R_VALOR_T_2";"R_VALOR_T_201";"R_VALOR_T_202";"R_VALOR_T_203";"R_VALOR_T_204";"R_VALOR_T_205";"R_VALOR_T_3";"R_VALOR_T_301";"R_VALOR_T_302";"R_VALOR_T_303";"R_VALOR_T_304";"R_VALOR_T_305";"R_VALOR_T_306";"R_VALOR_T_307";"R_VALOR_AF_TOT";"R_VALOR_AF_1";"R_VALOR_AF_101";"R_VALOR_AF_102";"R_VALOR_AF_103";"R_VALOR_AF_2";"R_VALOR_AF_201";"R_VALOR_AF_202";"R_VALOR_AF_203";"R_VALOR_AF_204";"R_VALOR_AF_205";"R_VALOR_AF_3";"R_VALOR_AF_301";"R_VALOR_AF_302";"R_VALOR_AF_303";"R_VALOR_AF_304";"R_VALOR_AF_305";"R_VALOR_AF_306";"R_VALOR_AF_307";"R_VALOR_MP_TOT";"R_VALOR_MP_1";"R_VALOR_MP_101";"R_VALOR_MP_102";"R_VALOR_MP_103";"R_VALOR_MP_2";"R_VALOR_MP_201";"R_VALOR_MP_202";"R_VALOR_MP_203";"R_VALOR_MP_204";"R_VALOR_MP_205";"R_VALOR_MP_3";"R_VALOR_MP_301";"R_VALOR_MP_302";"R_VALOR_MP_303";"R_VALOR_MP_304";"R_VALOR_MP_305";"R_VALOR_MP_306";"R_VALOR_MP_307";"COD_ESTADO";"COD_REGIAO"
"1";"MI";"11001";"Porto Velho (RO)";15943;15408;38;108;51;182;92;64;12670;12323;25;70;30;126;38;58;3286;3100;13;36;21;56;54;6;1925751;808336;987274;15920;12656;3277;51019;38399;12305;41444;33412;8112;956310;780625;175686;443964;373726;70238;296228;269728;26500;14880;13562;3874;11606;896;822;443;20;13;46;327;7855;4061;3144;7;4;54;34;1209;11751;11077;3211;9510;793;619;339;12;8;41;235;5597;3681;1151;7;4;46;32;1050;3141;2497;666;2109;104;206;106;8;5;5;93;2266;385;1996;0;0;8;2;161;1047995;866610;151249;687874;27487;26414;18781;857;717;76;5984;154971;70036;80967;NA;NA;1211;58;2629;517617;425182;49147;360870;15165;13898;10299;173;NA;NA;3206;78537;60291;14789;NA;NA;NA;NA;2303;390002;300811;21406;267062;12343;12861;8527;684;NA;NA;3078;76330;9853;65965;0;0;NA;NA;327;"11";"1"
"2";"MI";"11002";"Guajará-Mirim (RO)";4052;3696;125;79;28;57;5;62;3081;2816;100;53;15;40;3;54;971;880;24;26;13;18;2;8;545684;172731;342841;4051;3080;971;13341;9690;3577;10909;8661;2304;244383;218022;26361;105169;85402;19767;106011;103348;2662;3808;3435;1061;2804;306;429;258;4;1;48;127;2080;914;983;1;2;6;12;346;2869;2710;933;2186;266;318;196;2;0;40;88;1461;817;437;0;2;5;12;296;939;725;129;619;42;111;60;2;1;9;40;622;97;549;1;0;1;0;50;284204;238787;18813;214956;5019;7044;5121;NA;NA;120;1778;38373;14896;22454;NA;NA;140;27;836;125715;101075;13331;82972;4772;4038;2716;NA;0;NA;1195;20602;13181;6557;0;NA;NA;27;NA;125257;104247;1015;102726;506;3083;2239;NA;NA;NA;823;17926;1715;16054;NA;0;NA;0;NA;"11";"1"
"3";"MI";"11003";"Ariquemes (RO)";14475;12969;362;170;66;337;510;61;12022;10743;345;121;44;262;452;55;2443;2218;17;47;22;75;58;6;1401651;594506;717491;14463;12022;2433;39805;31498;7934;33937;28957;4962;711622;590301;121321;283369;236157;47212;260691;230571;30120;12944;11326;3566;9666;236;1433;371;4;16;15;1135;6455;4206;1978;4;2;22;9;572;10639;9509;3175;8054;207;1313;320;2;12;12;1068;4924;3764;766;3;2;18;8;517;2294;1805;387;1606;29;120;49;2;4;3;69;1532;444;1210;1;0;4;1;56;830567;688203;103436;578644;6123;24155;6078;NA;1353;NA;16527;118209;70441;45994;125;NA;468;16;1165;357555;267428;35011;226504;5913;16525;3666;NA;1093;NA;11647;73602;62101;9914;NA;NA;NA;NA;1068;306136;254243;25750;228282;210;8150;2127;NA;1000;NA;4944;43744;8420;35134;NA;0;NA;NA;99;"11";"1"
"4";"MI";"11004";"Ji-Paraná (RO)";20141;18563;85;312;182;788;176;35;16844;15627;69;229;140;634;120;25;3332;2967;16;86;42;155;56;10;1382643;760534;560530;20127;16843;3319;56276;44625;11609;47345;40331;7107;1036013;981133;54881;649618;605724;43894;332643;320980;11663;19475;18031;3592;16972;224;1063;508;8;4;58;513;10683;6943;3648;2;7;178;9;551;16240;15450;3104;14589;196;916;406;6;2;48;480;8213;6278;1643;2;5;141;9;505;3270;2616;492;2416;29;153;106;2;2;10;35;2485;670;2014;0;2;37;0;46;1299056;1014340;38197;963624;12519;32078;17709;47;373;225;13724;252638;128213;107956;NA;NA;3025;26;13228;811172;633636;30360;591906;11370;22771;11812;NA;NA;113;10797;154765;114215;24913;NA;NA;NA;26;13124;421877;326010;7547;317213;1250;10637;6087;NA;NA;112;4067;85230;14095;70303;0;NA;NA;0;104;"11";"1"
"5";"MI";"11005";"Alvorada D'Oeste (RO)";8999;8222;69;75;103;510;16;4;7716;7093;57;56;79;417;11;3;1281;1129;12;17;24;93;5;1;612809;254670;305732;8995;7716;1278;25981;20945;4837;20381;17677;2715;461001;310786;150215;223788;152939;70849;128851;99704;29147;8391;7657;3657;5775;95;564;184;3;1;24;359;4528;2821;1429;0;2;10;1;567;7144;6707;3364;5015;81;439;134;3;1;22;284;3601;2647;609;0;2;7;1;498;1245;948;288;763;14;124;49;0;0;2;75;925;173;818;0;0;3;0;69;528175;430512;122767;304894;2851;9358;5131;NA;NA;44;4141;88305;49808;37093;0;NA;220;NA;1130;275767;214323;63952;147577;2794;6143;NA;NA;NA;NA;2688;55302;46584;7548;0;NA;144;NA;972;156517;126841;27597;99187;57;2935;NA;0;0;NA;1423;26741;3182;23325;0;0;76;0;158;"11";"1"
"6";"MI";"11006";"Cacoal (RO)";16861;14821;131;239;287;853;498;32;13693;12183;114;153;240;686;297;20;3187;2657;17;85;47;169;200;12;1377103;516720;779457;16836;13691;3165;50101;37802;12039;37071;30592;6545;930753;716655;214097;465931;338575;127355;348697;312819;35878;15797;14488;5965;11526;277;702;299;7;8;114;299;9084;5579;3415;0;7;52;16;586;12761;11968;5307;9351;237;580;231;5;5;101;259;6887;5026;1607;0;5;46;16;516;3054;2538;662;2189;40;121;65;2;3;13;42;2212;561;1815;0;2;6;0;71;1182127;892213;170427;704407;17378;100863;8693;NA;NA;212;91882;189051;102511;83912;0;48;1193;5;1382;643237;437859;104124;327933;5802;96100;6000;NA;NA;195;89844;109279;85155;21752;0;NA;NA;5;1262;419468;339881;27021;309948;2912;4991;2580;NA;NA;17;2378;74596;17517;56813;0;NA;NA;0;130;"11";"1"
"7";"MI";"11007";"Vilhena (RO)";5706;5015;461;74;27;69;14;46;4216;3693;349;44;23;51;11;45;1430;1268;113;22;5;18;3;1;1114157;172610;689675;5694;4216;1424;16929;10843;4794;12549;9428;2960;1019772;687512;332260;110835;91161;19674;149630;130556;19073;4896;4001;774;3586;112;123;84;0;3;12;25;2970;1738;1230;2;4;3;0;118;3534;3023;614;2703;92;85;56;0;3;10;17;1994;1552;379;2;3;2;0;98;1302;918;134;839;20;37;27;0;0;2;8;970;182;848;0;1;1;0;20;1029510;950967;266356;682307;2304;8314;7002;0;NA;NA;1115;70228;32515;36960;NA;5;NA;0;661;143484;106639;17361;87226;2052;2265;1931;0;NA;NA;NA;34580;27636;6272;NA;NA;NA;0;NA;185391;147559;17931;129377;251;3829;3031;0;0;NA;NA;34002;4773;29146;0;NA;NA;0;NA;"11";"1"
"8";"MI";"11008";"Colorado do Oeste (RO)";5261;4821;11;213;31;155;28;2;4087;3806;8;115;19;117;20;2;1126;975;3;89;11;40;8;0;860084;200138;382621;5251;4087;1116;17360;11683;4334;12121;9501;2476;1185106;655903;529203;200597;169068;31529;191810;108884;82926;4976;4595;761;4214;98;237;153;2;2;24;60;2867;1637;1313;2;2;29;5;88;3839;3659;527;3434;79;181;114;2;0;20;48;2077;1468;621;1;1;27;4;74;1089;888;185;764;20;54;37;0;2;4;12;793;164;700;1;1;2;1;15;1257303;1142839;493824;646657;2358;7312;5411;NA;NA;38;1751;107151;31055;75377;NA;NA;370;33;273;234737;190717;27599;161479;1639;4519;3541;NA;0;NA;963;39501;27262;11586;NA;NA;NA;NA;247;222119;186291;77831;107501;960;2718;1795;0;NA;NA;788;33109;3352;29688;NA;NA;NA;NA;29;"11";"1"
"9";"MI";"12001";"Cruzeiro do Sul (AC)";8437;4559;2005;12;33;253;1407;168;7522;3933;1878;11;28;233;1283;156;919;630;127;1;5;20;124;12;286520;180243;106975;8336;7434;906;25197;22404;2827;22648;20534;2125;161560;39781;121779;139637;22828;116809;24923;18133;6790;8278;7602;2837;3549;6008;588;124;2;1;122;372;6662;1597;1595;5;1;1;171;4311;7372;6862;2587;3074;5622;525;105;1;1;105;345;5857;1513;856;5;1;1;165;4121;910;744;252;478;388;64;20;1;0;17;27;808;84;742;0;0;0;6;190;152131;90830;14671;36129;40029;2507;717;NA;NA;206;1563;58795;23116;18505;NA;NA;NA;197;16933;117061;71063;12980;19960;38124;1861;424;NA;NA;NA;1248;44137;21452;6136;NA;NA;NA;190;16316;38696;23257;3435;17348;2475;726;NA;NA;0;NA;315;14713;1664;12425;0;0;0;7;617;"12";"1"
"10";"MI";"12002";"Tarauacá (AC)";6356;4915;1009;9;11;93;272;47;5591;4321;888;6;10;86;240;40;769;598;121;3;1;7;32;7;744663;456424;288836;6346;5587;763;24237;20893;3395;20974;18803;2180;126490;57484;69005;98342;33271;65071;30035;25802;4233;6009;4516;2304;2945;1704;824;329;1;3;250;261;5155;1398;1708;4;1;1;44;3121;5248;3976;2118;2511;1604;696;284;1;3;213;213;4477;1311;1126;4;1;0;44;2904;765;544;187;438;100;128;45;0;0;37;48;682;87;586;0;0;1;0;217;121542;64519;11582;43620;9317;2925;1030;NA;NA;517;1376;54098;17899;21831;NA;NA;NA;95;14247;81547;41710;10654;22613;8443;2377;776;NA;NA;474;1125;37460;NA;7400;NA;NA;0;95;13392;42097;24673;1207;22592;874;548;254;0;0;43;251;16875;NA;14669;0;0;NA;0;855;"12";"1"
"11";"MI";"12003";"Sena Madureira (AC)";3959;3019;603;10;19;53;245;10;3148;2348;532;7;16;33;205;7;812;670;71;5;3;20;40;3;492855;224388;254993;3957;3148;810;16302;12572;3687;13472;11100;2372;91809;71613;20195;43042;25417;17625;30168;27615;2553;3696;2759;1099;2211;599;282;113;1;2;76;98;3165;968;1093;0;0;26;25;1639;2902;2216;904;1782;551;222;89;1;2;64;74;2447;898;433;0;0;20;25;1442;795;544;194;430;48;60;24;0;0;12;24;718;70;660;0;0;6;0;197;122356;75918;5132;67210;3576;2335;1917;NA;NA;80;313;44102;17115;19616;0;0;727;30;6614;56031;29810;4385;22025;3400;1725;1372;NA;NA;NA;NA;24497;15229;2776;0;0;584;30;5878;47893;27677;729;26772;176;610;545;0;0;NA;NA;19606;1886;16840;0;0;143;0;737;"12";"1"
"12";"MI";"12004";"Rio Branco (AC)";12640;11551;706;36;28;56;236;27;9847;8969;631;18;25;33;148;23;2771;2561;75;18;3;22;88;4;1634553;523972;839457;12613;9846;2750;41051;29413;10582;32505;26025;6474;632930;511820;121110;224490;140759;83731;229731;205320;24412;11921;10441;4940;8224;1322;527;302;3;2;12;226;8040;4034;2830;0;1;45;36;1797;9205;8290;4165;6397;1120;398;220;3;1;12;172;5872;3667;994;0;1;41;30;1526;2694;2129;778;1804;203;128;81;1;1;0;53;2170;366;1837;0;0;4;6;273;750020;579670;71819;494134;13717;12543;9095;NA;NA;45;2545;157806;77220;74715;0;NA;335;NA;5366;285873;193999;54761;126804;12434;7983;5612;NA;NA;45;NA;83891;67053;11892;0;NA;NA;NA;4475;290592;220334;17252;201789;1293;4595;3381;NA;NA;0;NA;65664;10123;54614;0;0;NA;NA;894;"12";"1"
"13";"MI";"12005";"Brasiléia (AC)";5964;5510;217;9;34;148;27;19;5001;4639;185;5;29;107;19;17;963;871;32;4;5;41;8;2;1074108;632278;381442;5960;5001;960;19727;15951;3646;15870;13352;2514;203944;149490;54455;131691;84394;47296;50267;40229;10038;5724;5326;3034;4625;604;313;249;1;3;25;62;3912;1540;1339;3;0;2;124;1476;4775;4516;2605;3903;533;253;201;0;2;19;51;3159;1384;800;3;0;1;97;1284;949;810;431;720;69;59;48;1;1;5;10;752;156;538;0;0;1;27;193;216840;167936;23859;138811;5266;2925;2357;NA;NA;60;497;45979;23323;18511;NA;0;NA;153;3972;135008;101028;20517;75598;4913;2303;1912;0;NA;NA;345;31676;20806;7264;NA;0;NA;NA;3464;58101;43980;5304;38371;305;429;396;NA;NA;NA;20;13692;2516;10632;0;0;NA;NA;513;"12";"1"
"14";"MI";"13001";"Rio Negro (AM)";6250;4055;1962;5;11;13;29;175;5899;3848;1820;5;10;13;28;175;354;209;143;0;1;0;1;0;25753;23341;2444;6238;5889;352;22925;21703;1233;22654;21516;1147;50530;1617;48913;48583;1191;47392;4841;428;4413;5323;4093;2939;883;2601;1094;42;41;45;607;522;3595;919;684;1;0;3;37;2364;4974;3883;2806;831;2479;1056;39;37;45;590;507;3251;902;341;1;0;2;37;2268;352;212;135;53;124;38;3;4;0;17;15;346;18;343;0;0;1;0;97;46255;20556;9654;1303;9600;2250;25;47;89;319;1769;23448;9856;6232;NA;0;NA;32;7321;39539;19390;9174;894;9323;2167;NA;NA;89;308;1702;17982;NA;1322;NA;0;NA;32;7001;8618;3055;2342;411;301;82;NA;NA;0;11;67;5480;NA;4911;0;0;NA;0;323;"13";"1"
"15";"MI";"13002";"Japurá (AM)";1027;935;7;2;0;0;27;56;927;847;7;2;0;0;19;52;100;88;0;0;0;0;8;4;7228;5716;1511;973;875;98;3882;3388;494;2995;2728;267;19803;2822;16981;18443;2521;15922;1360;300;1059;1013;954;722;422;493;71;7;0;4;23;42;730;143;147;0;0;1;156;480;913;868;661;379;453;55;7;0;3;23;27;639;142;69;0;0;1;149;450;100;86;61;43;40;16;0;0;1;0;15;91;1;78;0;0;0;7;30;18956;12541;7989;2439;2112;95;5;0;3;36;51;6321;NA;2078;0;0;NA;97;2187;16530;11610;7545;2163;1903;83;5;0;NA;36;NA;4837;1945;NA;0;0;NA;NA;2063;2426;930;445;276;209;12;0;0;NA;0;NA;1484;NA;NA;0;0;0;NA;124;"13";"1"
"16";"MI";"13003";"Alto Solimões (AM)";9043;6511;891;24;25;33;1249;310;8323;5940;844;24;20;29;1171;295;724;575;47;0;5;4;78;15;43858;23676;20250;9014;8296;722;40025;36653;3401;37402;34698;2721;98052;18404;79648;88364;13074;75290;12261;7200;5061;8661;7775;6427;3797;5497;1033;38;1;4;290;753;6165;1494;1220;1;0;4;158;4060;7942;7232;6003;3528;5154;970;33;1;4;271;713;5483;1449;578;1;0;4;155;3801;723;547;425;272;345;63;5;0;0;19;40;682;45;642;0;0;0;3;259;110754;58796;26213;16977;15606;2979;156;NA;NA;135;2684;48979;20729;11457;NA;0;NA;105;16677;92675;51085;24321;11869;14895;2761;126;NA;NA;125;2506;38828;20041;3003;NA;0;NA;104;15670;20065;9697;1948;6957;792;218;30;0;0;10;178;10151;688;8454;0;0;0;2;1007;"13";"1"
"17";"MI";"13004";"Juruá (AM)";7381;4743;1011;15;83;101;573;855;6243;3909;921;14;60;90;527;722;1144;840;90;1;23;11;46;133;455977;92958;363212;6584;5577;1013;28145;22689;5506;21546;18717;2868;128279;33646;94633;101236;18671;82564;31451;17327;14123;6881;6069;3191;2693;4292;561;433;7;4;93;34;5119;1183;1827;3;0;1;66;2618;5765;5169;2757;2249;3761;451;347;2;4;85;19;4156;1084;1033;3;0;1;65;2393;1122;906;437;447;535;111;87;5;0;8;15;967;99;796;0;0;0;2;227;115297;67191;12822;32087;22283;2111;1850;NA;NA;33;156;45995;15050;18938;NA;0;NA;58;11945;80185;48740;11219;17568;19953;1516;1356;NA;NA;NA;90;29929;NA;5268;NA;0;NA;NA;10946;37757;21052;1698;16871;2482;596;496;NA;0;NA;66;16109;NA;13706;0;0;0;NA;1005;"13";"1"
"18";"MI";"13005";"Tefé (AM)";3631;2576;30;14;71;101;732;107;3263;2327;30;11;63;100;637;95;370;251;0;3;8;1;95;12;52279;43383;8956;3546;3189;359;21412;17913;3509;12230;11183;1053;108937;2832;106105;100608;2371;98237;9921;462;9459;3612;3458;1909;970;2936;168;29;0;0;60;82;2722;622;605;5;1;2;387;1704;3244;3115;1700;860;2667;151;26;0;0;59;69;2397;565;401;5;1;2;367;1577;370;345;211;111;271;18;3;0;0;2;13;326;58;204;0;0;0;20;127;72803;52204;20082;2365;29757;420;110;0;0;75;235;20179;7707;5863;NA;NA;NA;399;6190;64213;47390;18090;2068;27231;268;NA;0;0;NA;111;16556;7062;3305;NA;NA;NA;378;5791;8904;5116;2036;298;2782;153;NA;0;0;NA;124;3635;657;2558;0;0;0;21;399;"13";"1"
"19";"MI";"13006";"Coari (AM)";5904;4500;479;110;116;71;537;91;5364;4105;420;104;114;64;486;71;539;394;59;6;2;7;51;20;210445;148957;61384;5836;5317;518;21612;19628;1978;19055;17658;1396;108698;13002;95696;94701;8308;86393;11981;4665;7316;5863;5686;4509;2276;3928;406;84;0;1;43;321;4669;1203;1090;0;1;1;255;2817;5323;5180;4109;2104;3664;377;83;0;1;41;295;4173;1134;677;0;1;1;245;2676;539;505;399;171;263;29;1;0;0;2;26;495;68;413;0;0;0;10;141;115577;73449;42429;12199;18821;1119;204;0;NA;NA;840;41009;16935;11068;0;NA;NA;883;12110;94876;60979;36214;7543;17222;1026;NA;0;NA;NA;750;32871;16020;4441;0;NA;NA;852;11544;18776;10568;4389;4626;1553;93;NA;0;0;NA;89;8114;891;6627;0;0;0;32;566;"13";"1"
"20";"MI";"13007";"Manaus (AM)";13696;11448;889;81;143;530;521;84;11167;9400;669;62;98;454;414;70;2537;2053;221;19;45;76;109;14;490623;314839;176242;13641;11140;2509;51237;39840;10562;40318;34136;6209;446360;267111;179249;235370;92847;142524;101789;64356;37433;13379;12487;8141;5864;5826;943;318;46;1;79;536;9953;3468;3223;1;4;9;276;4689;10869;10299;6795;4704;4971;792;244;35;1;68;473;7816;3068;1418;1;4;7;247;4210;2518;2196;1355;1162;859;151;74;10;0;11;64;2147;408;1806;0;0;2;29;480;524753;385676;110988;220102;54587;12592;7132;NA;NA;404;4279;126484;53340;57093;NA;NA;32;741;15243;264110;187515;84140;63341;40034;6435;3280;NA;NA;338;2583;70161;45475;10240;NA;NA;NA;NA;13699;148746;95471;29528;51339;14603;6308;3852;477;0;66;1914;46968;8072;37286;0;0;NA;NA;1549;"13";"1"
"21";"MI";"13008";"Rio Preto da Eva (AM)";2773;1988;653;5;31;29;67;0;2066;1457;511;2;20;20;56;0;708;534;142;2;10;9;11;0;270632;84873;119708;2763;2066;700;10977;7270;2911;7305;5758;1564;163552;40775;122777;66058;12568;53491;43136;21610;21526;2734;2624;2267;1123;1135;214;114;20;0;24;62;1903;707;930;0;3;24;3;494;2038;2004;1801;800;952;178;88;16;0;21;56;1333;609;419;0;3;23;2;433;697;621;465;325;183;36;26;4;0;3;6;572;100;511;0;0;1;1;61;187998;144137;93261;36424;14452;4640;3544;289;0;80;727;39220;13137;24552;0;NA;80;NA;1432;78905;60161;42347;10970;6845;2749;1875;157;0;60;657;15994;10364;4294;0;NA;NA;NA;NA;63733;38885;17057;18857;2972;1891;1669;132;0;20;70;22957;2807;19956;0;0;NA;NA;NA;"13";"1"
"22";"MI";"13009";"Itacoatiara (AM)";5093;4734;77;13;47;154;29;39;4304;3996;58;12;43;140;24;31;804;752;19;1;4;14;6;8;265557;150262;114550;5082;4301;796;22978;17975;5113;17432;14960;2549;135670;57504;78165;101663;34910;66752;33472;18821;14651;5001;4668;3214;2658;2606;1150;174;18;16;46;1050;3945;1421;1183;1;14;3;97;1971;4221;3971;2732;2227;2259;948;130;12;15;40;870;3259;1242;713;0;13;3;81;1755;795;711;489;442;354;207;43;7;1;6;185;695;184;473;1;1;0;16;218;156262;110635;50267;40287;20081;9141;1246;NA;NA;65;6960;36485;18402;11626;NA;68;NA;102;6270;111110;79933;41282;21657;16994;5715;321;520;NA;NA;4767;25462;15806;3916;0;NA;NA;NA;5581;45685;29410;12175;14028;3207;4745;849;NA;NA;NA;3138;11530;2604;8203;NA;NA;0;NA;694;"13";"1"
"23";"MI";"13010";"Parintins (AM)";9552;8141;292;65;203;336;468;47;8302;6990;278;51;192;315;444;32;1265;1165;14;14;11;21;25;15;499587;298596;200901;9541;8300;1256;45848;37825;8099;35403;31848;3618;196216;88697;107519;154817;56745;98072;48658;33215;15443;9310;8716;5087;4284;5254;916;201;34;4;209;512;7504;2567;1468;2;0;5;178;4469;8091;7591;4521;3582;4703;818;161;32;2;204;458;6515;2325;821;1;0;4;152;4133;1234;1140;578;709;558;100;40;2;2;5;56;998;245;650;1;0;1;26;340;195685;124073;29486;55581;39006;3551;903;NA;NA;215;2136;68061;33702;17390;NA;0;NA;234;16701;144670;90634;25749;32170;32714;2942;769;NA;NA;208;1858;51095;30323;5037;NA;0;NA;NA;15499;51242;34060;5339;24604;4118;1210;134;NA;NA;8;878;15972;3443;11289;NA;0;NA;NA;1209;"13";"1"
"24";"MI";"13011";"Boca do Acre (AM)";4783;3732;235;5;51;0;231;529;4432;3444;221;5;38;0;212;512;347;284;14;0;13;0;19;17;360137;197172;144314;4566;4220;342;14706;13256;1409;13055;12137;906;107689;49243;58447;73809;17136;56673;21501;19727;1774;4334;3777;2714;1696;1893;355;27;0;9;11;311;2858;791;751;0;0;1;4;1527;4005;3514;2590;1502;1840;326;11;0;9;10;298;2618;757;547;0;0;1;4;1484;325;259;124;190;53;29;16;0;0;1;13;240;34;204;0;0;0;0;43;91618;67550;15234;46884;5433;5735;4313;0;4;10;1408;18333;9065;4502;0;0;NA;NA;4746;51579;35035;14702;15121;5212;1474;188;0;4;NA;NA;15069;8463;1985;0;0;NA;NA;4601;27673;20149;531;19397;221;4260;4126;0;0;NA;NA;3264;602;2517;0;0;0;0;144;"13";"1"
"25";"MI";"13012";"Purus (AM)";4579;3326;208;5;6;7;263;764;3873;2805;177;4;2;6;227;652;703;519;31;1;3;1;36;112;534083;130412;350328;4500;3807;690;17612;14665;2842;15906;13916;1985;139785;81096;58689;75311;21414;53897;52017;44575;7441;4372;3830;2548;1801;2000;891;147;0;11;86;672;3344;857;1226;2;5;2;162;1835;3693;3331;2312;1494;1852;780;103;0;7;80;610;2762;784;695;1;4;2;139;1654;676;498;238;303;147;111;45;0;4;6;61;580;72;530;1;0;0;23;181;192847;108621;21319;77681;9621;10254;8053;0;13;29;2160;73973;13208;52273;NA;77;NA;197;8209;76358;47399;19139;19334;8927;5463;3512;0;NA;NA;1918;23496;11782;4093;NA;NA;NA;NA;7417;71417;48341;4358;43280;703;4881;4651;0;NA;NA;221;18194;1415;15958;NA;0;0;NA;792;"13";"1"
"26";"MI";"13013";"Madeira (AM)";7247;5401;599;67;67;224;827;62;6195;4536;523;55;53;214;765;49;1054;867;76;12;14;10;62;13;802420;252068;479801;7221;6184;1042;29360;24303;4976;23345;20709;2652;228513;120459;108053;142245;51810;90435;71302;60035;11267;7119;6610;4282;2818;3154;1141;185;5;44;102;839;5497;1405;1655;11;8;19;429;3171;6088;5745;3857;2282;2953;1017;137;3;43;93;764;4665;1273;960;10;7;19;400;2944;1033;867;425;540;200;128;51;2;1;9;76;834;133;696;1;1;0;29;227;259797;180544;47365;113243;19937;24913;20356;9;410;121;4018;54339;18843;23861;NA;NA;115;524;10951;138085;97120;34443;46198;16478;6357;2734;NA;NA;117;3165;34608;16576;7168;NA;NA;115;NA;10199;107257;68732;7223;58093;3416;18603;17659;NA;NA;4;863;19922;2277;16873;NA;NA;0;NA;752;"13";"1"
"27";"MI";"14001";"Boa Vista (RR)";4424;3301;635;23;21;21;214;209;3292;2288;566;16;13;16;207;186;1129;1008;69;6;9;5;7;25;863734;95336;711574;4411;3291;1117;19374;14523;4901;16666;13743;3166;266958;123737;143221;71048;22167;48881;87767;54669;33098;3416;2534;1198;1781;448;178;25;0;1;87;66;2457;844;1089;0;7;12;31;836;2347;1759;932;1147;355;131;15;0;0;81;36;1572;706;309;0;7;6;29;700;1062;768;260;632;92;49;11;0;1;6;31;886;139;778;0;0;6;2;139;262388;209038;90847;114688;3504;2554;NA;0;NA;71;1044;50796;16066;31498;0;27;71;138;2995;55580;35907;16508;16764;2635;1202;NA;0;0;NA;556;18472;12232;3509;0;27;NA;NA;2527;107908;74227;22634;50729;864;1833;NA;0;NA;NA;768;31849;3859;27466;0;0;NA;NA;492;"14";"1"
"28";"MI";"14002";"Nordeste de Roraima (RR)";5622;3421;1984;17;10;11;177;2;4456;2717;1589;2;6;10;130;2;1153;693;396;13;4;1;46;0;733885;147209;528177;5611;4456;1143;24485;19171;4996;21453;18112;3284;247774;119631;128143;66483;26795;39688;63732;43505;20227;4962;3814;1509;2606;1793;459;121;3;3;243;107;3829;1055;1331;0;32;5;138;1644;3829;2957;1217;1953;1502;386;84;0;3;229;80;2885;950;471;0;31;5;138;1521;1121;844;284;645;290;73;37;3;0;14;27;945;106;860;0;1;0;0;123;255194;195026;81114;99364;14549;5813;3178;NA;NA;160;2445;54354;16276;29490;0;171;42;690;7685;66397;38548;11954;15788;10807;1620;1170;0;NA;NA;308;26230;NA;4580;0;NA;42;690;7229;85222;52918;14500;35057;3360;4193;2008;NA;0;NA;2137;28111;NA;24874;0;NA;0;0;456;"14";"1"
